s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 2.3000588E+001, 4.2663182E+001, 4.8374911E+001, 4.3934962E+001, 2.1479736E+001, 4.9309983E+001, 3.1373503E+001, 2.2310862E+001, 7.7440140E+000, 3.0867224E+001, 2.1120368E+001, 1.9970349E+001, 9.0817184E+000, 1.9581315E+001, 1.8189069E+001, 1.6401751E+001, 1.0899677E+001, 1.5002435E+001, 1.2645810E+001, 1.1634841E+001, 1.0562758E+001, 8.1904268E+000, 6.3718656E+000, 6.0131700E+000, 4.9616313E+000, 3.5490701E+000, 3.6291118E+000, 3.4308066E+000, 2.1390033E+000
 2.3500585E+001, 3.8901155E+001, 4.8282003E+001, 3.8970336E+001, 2.0112635E+001, 5.2287191E+001, 3.1177797E+001, 1.7975344E+001, 7.0411899E+000, 3.8806547E+001, 2.0823787E+001, 1.0602754E+001, 4.6593459E+000, 2.6320429E+001, 1.2284763E+001, 8.7013268E+000, 5.7473295E+000, 1.5915108E+001, 8.9565541E+000, 5.8597952E+000, 4.0711092E+000, 1.1393807E+001, 7.8915685E+000, 4.8632180E+000, 2.9554526E+000, 9.1350928E+000, 6.9512624E+000, 4.0759410E+000, 2.4210591E+000
 2.4000263E+001, 3.9852296E+001, 4.9203907E+001, 4.3330257E+001, 2.0660222E+001, 5.5181506E+001, 3.8497518E+001, 1.9426476E+001, 7.7387501E+000, 3.8601775E+001, 2.9433070E+001, 1.7445137E+001, 6.0390421E+000, 2.5279435E+001, 1.8309277E+001, 1.4367054E+001, 6.6192999E+000, 1.5329200E+001, 1.1857819E+001, 9.1209119E+000, 4.9370860E+000, 1.0861041E+001, 7.5519678E+000, 6.4709688E+000, 4.5310425E+000, 7.8248360E+000, 6.2092488E+000, 4.4870078E+000, 2.3060792E+000
 2.4500468E+001, 4.2811312E+001, 5.2060047E+001, 4.2787198E+001, 3.3024270E+001, 4.9488561E+001, 3.1854191E+001, 2.2188095E+001, 8.5781056E+000, 3.4876466E+001, 2.2368350E+001, 1.7207499E+001, 8.2914649E+000, 2.5534432E+001, 1.9280013E+001, 1.2634619E+001, 6.2535050E+000, 1.8260387E+001, 1.1175111E+001, 7.7905403E+000, 5.0607653E+000, 1.1706513E+001, 7.8803173E+000, 5.0207259E+000, 3.2191737E+000, 7.5364208E+000, 4.6929535E+000, 2.5598102E+000, 1.4778552E+000
 2.5000479E+001, 3.9398017E+001, 5.0689716E+001, 4.3655672E+001, 2.9933629E+001, 5.2596331E+001, 3.3566424E+001, 2.3594708E+001, 9.4024481E+000, 3.6861853E+001, 2.0615296E+001, 1.2361725E+001, 6.8745088E+000, 2.1160219E+001, 1.4302291E+001, 1.1455793E+001, 5.9724255E+000, 1.4113027E+001, 1.0163678E+001, 7.0378998E+000, 3.4797946E+000, 1.1460041E+001, 7.5059870E+000, 4.4639097E+000, 2.7645470E+000, 8.0030461E+000, 4.6672613E+000, 3.3086672E+000, 1.9246099E+000
 2.5500418E+001, 3.9683827E+001, 4.8085999E+001, 4.3774207E+001, 2.3442321E+001, 5.0521282E+001, 3.3845427E+001, 2.1588183E+001, 1.0877691E+001, 3.1727652E+001, 1.9223754E+001, 1.4245371E+001, 6.0247010E+000, 2.2087379E+001, 1.5967694E+001, 1.0049882E+001, 3.7212582E+000, 1.5826078E+001, 1.1701476E+001, 7.8145765E+000, 2.9388446E+000, 1.0354928E+001, 9.3293899E+000, 7.2083583E+000, 3.0685006E+000, 8.8178990E+000, 6.3059273E+000, 4.2719251E+000, 2.1891591E+000
 2.6000125E+001, 4.0096222E+001, 4.9897686E+001, 4.4105155E+001, 2.0323517E+001, 5.2015177E+001, 3.4633208E+001, 2.2298213E+001, 8.8629014E+000, 3.3199852E+001, 2.2687851E+001, 1.6529020E+001, 8.8812222E+000, 2.0185427E+001, 1.4027930E+001, 1.1890642E+001, 8.6024430E+000, 1.2214541E+001, 9.1857042E+000, 8.9391851E+000, 8.7743358E+000, 8.7141933E+000, 8.3101054E+000, 8.4670033E+000, 6.9244731E+000, 5.2582328E+000, 5.7020455E+000, 6.2134443E+000, 6.0067236E+000
 2.6500502E+001, 4.2931182E+001, 5.0400932E+001, 4.4797871E+001, 2.2321442E+001, 5.3051344E+001, 3.5938568E+001, 2.3046705E+001, 1.0958640E+001, 3.7116092E+001, 2.8231287E+001, 2.1676089E+001, 8.7765916E+000, 2.5170940E+001, 1.9518378E+001, 1.3741540E+001, 5.7174088E+000, 1.8915635E+001, 1.3184946E+001, 9.0786693E+000, 4.3257859E+000, 1.2372518E+001, 7.3773959E+000, 4.5159574E+000, 3.0263913E+000, 7.0763790E+000, 4.2573940E+000, 2.7787904E+000, 1.9240427E+000
 2.7000345E+001, 3.6956496E+001, 4.8731902E+001, 4.6129210E+001, 2.2352140E+001, 5.0627921E+001, 3.3377454E+001, 2.4254937E+001, 9.5753591E+000, 3.3588433E+001, 2.1296870E+001, 1.2026630E+001, 6.2831384E+000, 2.4021147E+001, 1.8665644E+001, 1.5340039E+001, 6.7361263E+000, 1.5877638E+001, 1.2482386E+001, 9.7343877E+000, 4.2170893E+000, 1.0381678E+001, 7.8638290E+000, 5.1863200E+000, 2.7854671E+000, 6.3865205E+000, 6.4747992E+000, 5.0575473E+000, 3.0510928E+000
 2.7500005E+001, 5.0043766E+001, 5.2784828E+001, 4.6432044E+001, 2.9650832E+001, 5.1452329E+001, 3.1367204E+001, 2.6499239E+001, 8.4316879E+000, 3.1819706E+001, 2.1245323E+001, 1.4171490E+001, 4.8883735E+000, 2.2887407E+001, 1.4699222E+001, 1.0093316E+001, 4.4894619E+000, 1.7937151E+001, 1.2783886E+001, 1.0494108E+001, 5.9008966E+000, 1.2335397E+001, 1.0777853E+001, 7.8993250E+000, 4.1813559E+000, 5.3173161E+000, 5.1613816E+000, 4.2927234E+000, 2.8519289E+000
 2.8000368E+001, 3.7486716E+001, 5.3460558E+001, 4.2432684E+001, 2.9304506E+001, 4.5708207E+001, 3.0788627E+001, 2.4456408E+001, 1.2800771E+001, 3.0612909E+001, 2.1419392E+001, 1.4650835E+001, 9.7698792E+000, 1.7829392E+001, 1.2827987E+001, 9.8495586E+000, 4.6806500E+000, 1.2205202E+001, 8.5360074E+000, 6.8508972E+000, 3.7535086E+000, 9.3642014E+000, 8.6540348E+000, 6.4523050E+000, 3.6235513E+000, 8.9335841E+000, 6.9367080E+000, 4.8451157E+000, 3.0858013E+000
 2.8500717E+001, 3.7846323E+001, 5.5637188E+001, 4.6388797E+001, 2.4157039E+001, 5.3472323E+001, 4.2035897E+001, 3.0859047E+001, 1.4800641E+001, 3.3477053E+001, 2.9325214E+001, 2.5711461E+001, 1.4909420E+001, 1.9117763E+001, 1.5633289E+001, 1.3158143E+001, 1.0286785E+001, 1.0674632E+001, 9.3101583E+000, 7.9626198E+000, 4.5982766E+000, 6.6939436E+000, 4.6716240E+000, 3.8791105E+000, 2.1925014E+000, 3.0714922E+000, 2.3183061E+000, 1.8328175E+000, 1.2280590E+000
 2.9000054E+001, 3.9111591E+001, 5.1023982E+001, 4.4323921E+001, 2.4966371E+001, 5.6426695E+001, 3.3002953E+001, 2.4658335E+001, 8.1048873E+000, 4.1915657E+001, 3.1481295E+001, 2.4543277E+001, 1.2717938E+001, 3.1896572E+001, 2.5400599E+001, 1.8885783E+001, 8.2012824E+000, 2.0535976E+001, 1.4915468E+001, 1.0979145E+001, 4.1720035E+000, 1.3889109E+001, 8.7609671E+000, 4.6235037E+000, 2.3233629E+000, 9.4698851E+000, 5.2174452E+000, 2.3616386E+000, 1.3365624E+000
 2.9500261E+001, 4.2370356E+001, 5.0386197E+001, 4.6920266E+001, 2.3381234E+001, 5.1324814E+001, 3.8868802E+001, 2.7441237E+001, 1.0626594E+001, 3.5065458E+001, 2.4579984E+001, 1.7357092E+001, 1.0840231E+001, 2.6379361E+001, 2.2554934E+001, 1.8276232E+001, 7.4434697E+000, 2.1714403E+001, 1.8627085E+001, 1.1916841E+001, 3.9957243E+000, 1.6577555E+001, 1.2799516E+001, 6.3412375E+000, 2.6585123E+000, 1.2627096E+001, 9.1858791E+000, 4.6864611E+000, 2.0966826E+000
 3.0000041E+001, 5.1770078E+001, 5.1363979E+001, 4.8337014E+001, 2.1495670E+001, 5.0887369E+001, 4.0215126E+001, 3.0131711E+001, 1.2216699E+001, 3.5273058E+001, 2.9508620E+001, 2.5336413E+001, 8.8504226E+000, 2.3464466E+001, 1.9167491E+001, 1.3185512E+001, 6.5391283E+000, 1.7435420E+001, 1.3656337E+001, 1.2014205E+001, 5.1446371E+000, 1.1482709E+001, 9.9440706E+000, 8.4420332E+000, 4.9065211E+000, 7.3997084E+000, 6.5304276E+000, 5.1215543E+000, 4.5175087E+000
 3.0500329E+001, 4.2791445E+001, 5.1899466E+001, 4.0013021E+001, 2.3062224E+001, 5.1990542E+001, 3.5336173E+001, 2.2363613E+001, 1.0132116E+001, 3.9888909E+001, 2.8219801E+001, 2.0025819E+001, 1.2420960E+001, 2.7803004E+001, 1.8235931E+001, 1.2335972E+001, 8.3706862E+000, 1.9185618E+001, 1.2748553E+001, 9.1790730E+000, 4.5897364E+000, 1.3928146E+001, 9.5805320E+000, 7.2421695E+000, 2.8532779E+000, 1.0403546E+001, 6.1910300E+000, 3.7564662E+000, 2.2677196E+000
 3.1000213E+001, 4.0547804E+001, 4.6775860E+001, 4.2798248E+001, 2.7962328E+001, 5.1373625E+001, 2.9416155E+001, 2.2265907E+001, 7.3142799E+000, 4.4689575E+001, 2.7547062E+001, 1.9792600E+001, 7.3767708E+000, 3.4238019E+001, 2.5834089E+001, 2.1858121E+001, 1.2552137E+001, 2.4849139E+001, 1.8293424E+001, 1.3046214E+001, 7.2508863E+000, 1.3655794E+001, 9.2809391E+000, 7.0976299E+000, 4.6226364E+000, 7.4964248E+000, 5.0429757E+000, 4.6034995E+000, 4.2379403E+000
 3.1500252E+001, 4.0364281E+001, 5.3027286E+001, 4.2214094E+001, 3.2375567E+001, 5.1894188E+001, 3.9806766E+001, 2.8806931E+001, 1.2972866E+001, 3.3972893E+001, 2.2477753E+001, 1.5095863E+001, 8.9862960E+000, 2.4648604E+001, 1.5875142E+001, 8.1841848E+000, 4.6819939E+000, 1.8118828E+001, 1.6715273E+001, 1.2637845E+001, 6.7083052E+000, 1.5385726E+001, 1.5767134E+001, 1.3528173E+001, 8.0447740E+000, 1.1019041E+001, 7.3292502E+000, 5.5386122E+000, 2.8757344E+000
 3.2000452E+001, 4.0702896E+001, 4.9144007E+001, 4.4554757E+001, 2.8437567E+001, 4.9315707E+001, 3.5252605E+001, 2.2009669E+001, 1.1407006E+001, 3.4072546E+001, 2.2927497E+001, 1.4726424E+001, 6.0569147E+000, 2.5586360E+001, 1.9649168E+001, 1.1363968E+001, 5.2766983E+000, 1.8254765E+001, 1.1586839E+001, 7.8041598E+000, 4.5177090E+000, 1.3259252E+001, 1.0085307E+001, 7.8273399E+000, 6.1326921E+000, 1.0677299E+001, 9.0069423E+000, 7.8868107E+000, 6.3738008E+000
 3.2500043E+001, 4.8270092E+001, 5.1221597E+001, 4.2130548E+001, 2.3275347E+001, 5.5542765E+001, 3.8801510E+001, 2.4937483E+001, 8.9753797E+000, 3.9195964E+001, 2.9499785E+001, 1.9806986E+001, 1.1276749E+001, 3.1183540E+001, 2.1695497E+001, 1.7241299E+001, 1.0162813E+001, 2.2000941E+001, 1.4194307E+001, 1.1820570E+001, 7.0944638E+000, 1.4563463E+001, 9.7498223E+000, 7.6774097E+000, 5.3644579E+000, 9.7215434E+000, 7.2437352E+000, 5.5842323E+000, 5.3295445E+000
 3.3000081E+001, 4.0380683E+001, 5.1179276E+001, 4.2377759E+001, 2.5055891E+001, 5.4055139E+001, 3.5516369E+001, 2.2218349E+001, 1.1241411E+001, 3.8029552E+001, 2.6168393E+001, 1.8724969E+001, 8.2690161E+000, 2.8627940E+001, 1.8055706E+001, 1.1609267E+001, 4.7847143E+000, 2.2070013E+001, 1.3850203E+001, 8.1541460E+000, 3.3581226E+000, 1.5628954E+001, 1.1656148E+001, 6.4369778E+000, 2.4623826E+000, 1.0786905E+001, 7.9420529E+000, 4.1115082E+000, 1.8687826E+000
 3.3500651E+001, 4.0834193E+001, 4.9175893E+001, 4.4890622E+001, 2.8941814E+001, 5.2667073E+001, 3.5291372E+001, 2.6914955E+001, 1.2749675E+001, 3.9904382E+001, 2.9769752E+001, 2.5313219E+001, 1.9409961E+001, 3.4507272E+001, 2.6568967E+001, 1.8528849E+001, 1.0389879E+001, 2.5290826E+001, 1.7218769E+001, 1.1318543E+001, 5.9991320E+000, 1.8837925E+001, 1.1157633E+001, 7.8234551E+000, 3.9211886E+000, 1.2611318E+001, 6.9759329E+000, 4.3043625E+000, 3.0797238E+000
 3.4000188E+001, 4.1134249E+001, 4.8136842E+001, 4.4679456E+001, 2.5413798E+001, 5.0814602E+001, 3.4721101E+001, 2.4759131E+001, 1.1439594E+001, 3.6871602E+001, 2.4714299E+001, 1.6372104E+001, 6.4435963E+000, 2.8573358E+001, 2.3196888E+001, 1.2680611E+001, 8.7348386E+000, 2.4618021E+001, 1.9495088E+001, 1.3671664E+001, 7.8132490E+000, 2.0450554E+001, 1.4592145E+001, 1.0409281E+001, 6.7748813E+000, 1.5476761E+001, 1.2152359E+001, 7.9774339E+000, 5.1846031E+000
 3.4500116E+001, 4.1102451E+001, 5.0808839E+001, 4.2854441E+001, 2.7678760E+001, 5.4107840E+001, 4.0203646E+001, 2.8301369E+001, 1.4419591E+001, 4.0428520E+001, 3.0506420E+001, 2.2632570E+001, 1.0923671E+001, 3.0090950E+001, 2.1697656E+001, 1.5145435E+001, 7.0280685E+000, 1.9664580E+001, 1.6244375E+001, 1.1101118E+001, 4.6719702E+000, 1.4872051E+001, 1.3005660E+001, 8.9148228E+000, 4.8329582E+000, 1.1829875E+001, 9.0549447E+000, 7.0305669E+000, 4.2238916E+000
 3.5000474E+001, 4.0709728E+001, 4.8603569E+001, 4.4126103E+001, 2.6201366E+001, 5.2089607E+001, 3.7805391E+001, 2.7415834E+001, 1.4395505E+001, 3.7872700E+001, 3.2392482E+001, 2.7041241E+001, 1.8389000E+001, 3.0242925E+001, 2.2306808E+001, 1.7785911E+001, 1.1050505E+001, 2.0716159E+001, 1.5089631E+001, 9.1448830E+000, 5.6842164E+000, 1.3401128E+001, 8.1647624E+000, 4.9588243E+000, 3.2264098E+000, 8.9308791E+000, 4.9595620E+000, 2.8946252E+000, 1.9067152E+000
 3.5500240E+001, 4.2888435E+001, 4.9398487E+001, 4.1294732E+001, 2.4219025E+001, 4.9861107E+001, 2.8170920E+001, 2.0460119E+001, 1.0850703E+001, 4.0121122E+001, 2.3792369E+001, 1.7524405E+001, 1.3220833E+001, 3.2316805E+001, 2.4140250E+001, 2.0582264E+001, 1.8662002E+001, 2.2428392E+001, 2.0360603E+001, 1.6213121E+001, 1.4079500E+001, 1.0578224E+001, 1.0764836E+001, 9.2868508E+000, 9.4590405E+000, 5.0251772E+000, 5.1047946E+000, 4.4772577E+000, 5.0149236E+000
 3.6000132E+001, 4.7526231E+001, 4.9688421E+001, 4.3441533E+001, 2.8542858E+001, 4.5096377E+001, 3.2595745E+001, 2.0861391E+001, 1.0993104E+001, 3.3645422E+001, 2.5128376E+001, 1.7657129E+001, 7.0292853E+000, 2.8153444E+001, 2.2206855E+001, 1.6286056E+001, 8.7259365E+000, 3.0555206E+001, 2.5767756E+001, 2.0485154E+001, 1.1030107E+001, 2.6605847E+001, 1.7989865E+001, 1.0791499E+001, 5.2826841E+000, 1.3359242E+001, 6.6670990E+000, 4.5949823E+000, 2.0528311E+000
 3.6500393E+001, 4.4914563E+001, 5.2600705E+001, 4.7071341E+001, 2.4571998E+001, 5.0364342E+001, 4.1155909E+001, 2.9392200E+001, 1.6187480E+001, 3.4921568E+001, 3.1668373E+001, 2.3891669E+001, 1.0344284E+001, 2.8628163E+001, 2.4279646E+001, 1.5189583E+001, 8.6368181E+000, 2.1924747E+001, 1.8740467E+001, 1.4852827E+001, 9.9210619E+000, 1.4418419E+001, 1.6881880E+001, 1.4338430E+001, 7.0057138E+000, 6.4233667E+000, 7.4317623E+000, 7.5543242E+000, 4.6944157E+000
 3.7000613E+001, 5.0238535E+001, 4.9893090E+001, 4.4948960E+001, 2.2987530E+001, 4.6595453E+001, 4.0709103E+001, 2.7809045E+001, 1.1165844E+001, 3.4913300E+001, 2.6594593E+001, 2.1753109E+001, 1.4872542E+001, 2.5503824E+001, 2.1268143E+001, 1.7577330E+001, 1.2079162E+001, 2.1113067E+001, 1.8055154E+001, 1.4704931E+001, 1.1509869E+001, 1.7562623E+001, 1.2862328E+001, 1.0859844E+001, 8.4557133E+000, 1.2686571E+001, 9.9637033E+000, 8.2825565E+000, 6.5526856E+000
 3.7500254E+001, 5.0197206E+001, 4.7945383E+001, 4.2971433E+001, 2.1141335E+001, 4.8246648E+001, 4.0639416E+001, 2.5716800E+001, 1.2647306E+001, 4.0357149E+001, 3.7107604E+001, 2.8851068E+001, 1.3034674E+001, 3.1550341E+001, 2.2350996E+001, 1.8304353E+001, 8.7325753E+000, 2.1000489E+001, 1.5566812E+001, 1.0186960E+001, 5.8507121E+000, 1.4271857E+001, 1.0926802E+001, 7.2268049E+000, 3.7359910E+000, 8.2435349E+000, 6.8786073E+000, 5.8285822E+000, 3.7638649E+000
 3.8000298E+001, 4.5307172E+001, 5.1333161E+001, 4.7271809E+001, 2.2640355E+001, 4.8299156E+001, 3.8172671E+001, 2.4035555E+001, 1.0267231E+001, 3.6106455E+001, 2.8480653E+001, 1.8125397E+001, 8.2837245E+000, 3.2343916E+001, 2.9417116E+001, 2.0708235E+001, 1.3364700E+001, 2.9038731E+001, 2.0205683E+001, 1.4123112E+001, 7.6754601E+000, 2.1922072E+001, 1.1584410E+001, 7.5744321E+000, 3.3800510E+000, 1.5674339E+001, 7.3123718E+000, 4.3288514E+000, 2.1920224E+000
 3.8500483E+001, 4.4410434E+001, 5.3022795E+001, 4.8353587E+001, 2.4826837E+001, 4.9858860E+001, 3.9555495E+001, 2.8876252E+001, 1.0701166E+001, 4.0626360E+001, 3.4303770E+001, 2.0865057E+001, 7.0600336E+000, 3.3251866E+001, 2.2468530E+001, 1.2773055E+001, 5.4631139E+000, 2.6665119E+001, 1.9850635E+001, 1.3421645E+001, 8.0668493E+000, 2.3651225E+001, 1.8447095E+001, 1.4814729E+001, 8.6035881E+000, 1.9999809E+001, 1.7151224E+001, 1.4581429E+001, 7.5662026E+000
 3.9000332E+001, 4.2308980E+001, 5.3376801E+001, 4.4943439E+001, 2.9284367E+001, 4.7444871E+001, 3.5933787E+001, 2.9267541E+001, 1.0508859E+001, 3.2711891E+001, 2.4435859E+001, 2.0456331E+001, 1.3049475E+001, 2.5597930E+001, 1.9569541E+001, 1.2588659E+001, 8.6551431E+000, 2.0570473E+001, 1.4749606E+001, 9.5656153E+000, 4.6367792E+000, 1.7240972E+001, 1.0092845E+001, 5.5149151E+000, 3.0790903E+000, 1.3777179E+001, 7.7048871E+000, 4.5930569E+000, 2.7891508E+000
 3.9500555E+001, 4.5265978E+001, 5.3203411E+001, 4.6686850E+001, 2.9857101E+001, 5.0260222E+001, 4.2787908E+001, 3.0044227E+001, 1.6234940E+001, 3.5462948E+001, 3.0562276E+001, 2.2221667E+001, 1.7520078E+001, 2.8262871E+001, 2.2306034E+001, 1.6412288E+001, 1.1577651E+001, 2.3048038E+001, 1.7231530E+001, 1.1550922E+001, 9.3655785E+000, 1.8412660E+001, 1.1352355E+001, 7.7298504E+000, 5.1468490E+000, 1.4048010E+001, 7.7634826E+000, 4.5831910E+000, 2.6411130E+000
 4.0000505E+001, 5.2002671E+001, 5.2848853E+001, 5.0320493E+001, 2.2178966E+001, 5.0392550E+001, 4.4229520E+001, 3.0814408E+001, 1.2969304E+001, 3.7587650E+001, 3.1295707E+001, 2.6526891E+001, 1.4662277E+001, 2.9368049E+001, 2.4289290E+001, 1.9775492E+001, 1.7481282E+001, 2.1652100E+001, 1.7372766E+001, 1.5160914E+001, 1.3454471E+001, 1.4747395E+001, 1.1205132E+001, 1.2424058E+001, 1.1221721E+001, 7.6416207E+000, 6.9663259E+000, 8.6137374E+000, 8.6538122E+000
 4.0500426E+001, 4.5988649E+001, 5.1117432E+001, 4.4250158E+001, 2.6515852E+001, 5.1693322E+001, 4.1257317E+001, 2.9377580E+001, 1.2715233E+001, 3.8715346E+001, 3.8329795E+001, 2.5228404E+001, 1.2669876E+001, 3.1710567E+001, 2.7623041E+001, 1.6473320E+001, 7.1478451E+000, 2.5769577E+001, 1.8806638E+001, 9.5954394E+000, 4.3898627E+000, 2.2513804E+001, 1.4074314E+001, 7.6931537E+000, 3.6690068E+000, 1.7352466E+001, 1.1904745E+001, 6.1067588E+000, 2.8992113E+000
 4.1000516E+001, 4.1590465E+001, 5.2314508E+001, 4.3221720E+001, 2.7975485E+001, 5.2578574E+001, 3.8707383E+001, 2.7519054E+001, 1.2638693E+001, 3.5914416E+001, 2.9219740E+001, 2.2828353E+001, 1.0084486E+001, 3.1195296E+001, 2.5883178E+001, 2.1997987E+001, 1.4861656E+001, 2.5392050E+001, 2.2522022E+001, 1.8705972E+001, 1.3732037E+001, 2.0184565E+001, 1.6873921E+001, 1.3542646E+001, 1.1209940E+001, 1.7147457E+001, 1.1514620E+001, 7.8667471E+000, 6.2593472E+000
 4.1500017E+001, 4.4637729E+001, 5.2232506E+001, 4.8167071E+001, 2.7563546E+001, 4.8675135E+001, 3.7946479E+001, 2.9737372E+001, 1.1156392E+001, 4.0737630E+001, 3.0427757E+001, 1.7692656E+001, 9.4480729E+000, 3.2787184E+001, 2.2751341E+001, 1.2273872E+001, 5.8240298E+000, 2.9292289E+001, 1.9619727E+001, 9.0201798E+000, 4.7084930E+000, 2.6829915E+001, 1.8248738E+001, 1.0832175E+001, 6.1413590E+000, 1.9962270E+001, 1.7250288E+001, 1.3362246E+001, 8.4698338E+000
 4.2000266E+001, 4.1672519E+001, 5.3678438E+001, 4.5543461E+001, 2.4229161E+001, 5.2421697E+001, 3.7954215E+001, 3.0641075E+001, 1.9376659E+001, 3.9345797E+001, 2.6745560E+001, 2.1284560E+001, 1.5947090E+001, 2.9988047E+001, 2.3630308E+001, 1.5548282E+001, 8.6224144E+000, 2.7877205E+001, 2.0136086E+001, 1.3896371E+001, 7.4568706E+000, 2.3345239E+001, 1.4692257E+001, 9.7721331E+000, 5.9640190E+000, 1.5035736E+001, 1.1244430E+001, 8.3842427E+000, 6.2983489E+000
 4.2500207E+001, 4.3347301E+001, 5.1788922E+001, 4.8395181E+001, 2.6407063E+001, 5.6659186E+001, 4.3726010E+001, 2.9420523E+001, 1.0993540E+001, 4.4011509E+001, 4.0695438E+001, 2.8569988E+001, 1.3343494E+001, 3.4257071E+001, 3.3763250E+001, 2.3870877E+001, 1.4384568E+001, 2.5790511E+001, 2.2115258E+001, 1.6139360E+001, 9.1527094E+000, 1.9397678E+001, 1.6264128E+001, 1.2843585E+001, 6.3841999E+000, 1.2938148E+001, 1.0340057E+001, 9.3537526E+000, 4.5257079E+000
 4.3000061E+001, 4.1532848E+001, 4.9638699E+001, 4.6370456E+001, 2.9658479E+001, 5.1853115E+001, 3.8858265E+001, 2.9341976E+001, 9.6978417E+000, 4.1065224E+001, 3.4856726E+001, 2.2917022E+001, 1.0648493E+001, 3.6303078E+001, 3.3461212E+001, 2.4012617E+001, 1.4840357E+001, 3.2469698E+001, 2.5820155E+001, 1.9099596E+001, 1.2265615E+001, 2.5077433E+001, 1.8051396E+001, 1.1888582E+001, 5.0639746E+000, 1.8895750E+001, 1.3590928E+001, 7.7576095E+000, 3.5015239E+000
 4.3500301E+001, 4.1082691E+001, 5.0042669E+001, 4.6692200E+001, 2.4118403E+001, 5.4443654E+001, 4.2391345E+001, 2.9064565E+001, 1.1519569E+001, 4.1825262E+001, 3.5870603E+001, 1.9688491E+001, 7.8298290E+000, 3.7576318E+001, 2.6063257E+001, 1.6672237E+001, 5.2641966E+000, 3.2131910E+001, 1.7981434E+001, 1.2676712E+001, 8.2911437E+000, 2.6936706E+001, 1.8226968E+001, 1.2667008E+001, 9.7272700E+000, 2.4938582E+001, 1.7639575E+001, 1.3288024E+001, 6.4656157E+000
 4.4000444E+001, 5.3991867E+001, 5.2035762E+001, 4.6336615E+001, 2.3968226E+001, 4.8922477E+001, 4.2154350E+001, 3.3922554E+001, 1.2283598E+001, 4.1542169E+001, 3.4972925E+001, 2.3136644E+001, 1.2829627E+001, 3.4967487E+001, 2.9981170E+001, 1.9002834E+001, 1.1845104E+001, 2.6016074E+001, 2.1127316E+001, 1.3543250E+001, 6.1714256E+000, 2.2837784E+001, 1.5124511E+001, 1.0699870E+001, 6.4122726E+000, 1.9876027E+001, 1.1960767E+001, 8.8873440E+000, 5.5417124E+000
 4.4500284E+001, 5.1547175E+001, 4.9643229E+001, 4.7386595E+001, 2.1261869E+001, 4.7783666E+001, 3.8959005E+001, 2.7158074E+001, 9.2465782E+000, 3.9869186E+001, 3.3711194E+001, 2.6502566E+001, 9.1570216E+000, 3.8044505E+001, 2.7892695E+001, 2.0213051E+001, 8.1812951E+000, 3.4897334E+001, 2.4402934E+001, 1.4394490E+001, 8.5079806E+000, 2.7849603E+001, 2.0351052E+001, 1.4132711E+001, 1.1924130E+001, 1.7152319E+001, 1.5455521E+001, 1.1140425E+001, 7.0056437E+000
 4.5000091E+001, 4.4312397E+001, 4.9643552E+001, 4.5217394E+001, 2.1391813E+001, 4.9793281E+001, 4.0428411E+001, 2.8627863E+001, 9.3754304E+000, 3.8469540E+001, 3.5071130E+001, 2.1476978E+001, 1.0513525E+001, 3.4448225E+001, 2.8574284E+001, 1.7388994E+001, 6.8253621E+000, 3.2184419E+001, 2.2304486E+001, 1.3642325E+001, 6.0191163E+000, 2.9550775E+001, 1.4732147E+001, 7.6576260E+000, 3.9087944E+000, 1.9341897E+001, 1.0352519E+001, 5.5681651E+000, 3.0617711E+000
 4.5500462E+001, 4.3881234E+001, 5.2330724E+001, 4.7069226E+001, 2.4248522E+001, 5.1024847E+001, 4.2857322E+001, 2.6547157E+001, 1.1895434E+001, 4.0584533E+001, 3.8126200E+001, 2.2434550E+001, 1.4310570E+001, 3.4829720E+001, 3.2936865E+001, 2.3270788E+001, 1.3090588E+001, 2.7942846E+001, 2.3832595E+001, 1.6918984E+001, 8.0602045E+000, 2.2477635E+001, 1.8301798E+001, 1.0664966E+001, 4.5257848E+000, 1.8638398E+001, 1.2622954E+001, 6.6306949E+000, 3.1717847E+000
 4.6000541E+001, 4.4757734E+001, 5.0722786E+001, 4.4707258E+001, 3.0265446E+001, 4.8890395E+001, 4.1102846E+001, 2.9218692E+001, 1.3495308E+001, 3.8361847E+001, 3.4335229E+001, 2.3885864E+001, 1.2742596E+001, 2.9090995E+001, 2.7781715E+001, 2.3620473E+001, 1.4093626E+001, 2.7367235E+001, 2.6178268E+001, 2.4430454E+001, 1.6282182E+001, 2.8101541E+001, 2.4901228E+001, 1.9580005E+001, 1.0021866E+001, 2.2262201E+001, 2.0379428E+001, 1.4579687E+001, 6.7531055E+000
